match_id,terrain_id,sport,date,time,hours_before,duration_min,hour_bucket,quota_active,resa_restreint,jeu_restreint,cancel_level,advantage,discount_percent,price_member,price_external,players_registered,J_max,open_slots,is_full_final,nb_members,nb_externals,status,canceled_at
M00013,padel1,padel,1/4/2025,16:30,48,90,normale,0,0,0,flexible,1,25,10,15,0,4,4,0,0,0,canceled,1/4/2025 2:43
M00013,padel1,padel,1/4/2025,16:30,36,90,normale,0,0,0,flexible,1,25,10,15,0,4,4,0,0,0,canceled,1/4/2025 2:43
M00013,padel1,padel,1/4/2025,16:30,24,90,normale,0,0,0,flexible,1,25,10,15,0,4,4,0,0,0,canceled,1/4/2025 2:43
M00013,padel1,padel,1/4/2025,16:30,12,90,normale,0,0,0,flexible,1,25,10,15,0,4,4,0,0,0,canceled,1/4/2025 2:43
M00013,padel1,padel,1/4/2025,16:30,6,90,normale,0,0,0,flexible,1,25,10,15,0,4,4,0,0,0,canceled,1/4/2025 2:43
M00013,padel1,padel,1/4/2025,16:30,3,90,normale,0,0,0,flexible,1,25,10,15,0,4,4,0,0,0,canceled,1/4/2025 2:43
M00014,padel3,padel,3/31/2025,16:30,72,90,normale,0,1,0,flexible,1,100,0,14,1,4,3,1,0,1,played,Not cancelled
M00014,padel3,padel,3/31/2025,16:30,48,90,normale,1,1,0,flexible,1,100,0,14,1,4,3,1,0,1,played,Not cancelled
M00014,padel3,padel,3/31/2025,16:30,36,90,normale,1,1,0,flexible,1,100,0,14,3,4,1,1,2,1,played,Not cancelled
M00014,padel3,padel,3/31/2025,16:30,24,90,normale,1,1,0,flexible,1,100,0,14,4,4,0,1,2,2,played,Not cancelled
M00014,padel3,padel,3/31/2025,16:30,12,90,normale,1,1,0,flexible,1,100,0,14,4,4,0,1,4,0,played,Not cancelled
M00014,padel3,padel,3/31/2025,16:30,6,90,normale,1,1,0,flexible,1,100,0,14,4,4,0,1,4,0,played,Not cancelled
M00014,padel3,padel,3/31/2025,16:30,3,90,normale,1,1,0,flexible,1,100,0,14,4,4,0,1,4,0,played,Not cancelled
M00015,padel3,padel,4/25/2025,7:00,72,90,creuse,0,1,1,strict,0,0,12,0,2,4,2,0,2,0,canceled,4/23/2025 10:54
M00015,padel3,padel,4/25/2025,7:00,48,90,creuse,0,1,1,moderate,0,0,12,0,2,4,2,0,2,0,canceled,4/23/2025 10:54
M00015,padel3,padel,4/25/2025,7:00,36,90,creuse,0,1,1,moderate,0,0,12,0,2,4,2,0,2,0,canceled,4/23/2025 10:54
M00015,padel3,padel,4/25/2025,7:00,24,90,creuse,0,1,1,moderate,0,0,12,0,2,4,2,0,2,0,canceled,4/23/2025 10:54
M00015,padel3,padel,4/25/2025,7:00,12,90,creuse,0,1,1,moderate,0,0,12,0,2,4,2,0,2,0,canceled,4/23/2025 10:54
M00015,padel3,padel,4/25/2025,7:00,6,90,creuse,0,1,1,moderate,0,0,12,0,2,4,2,0,2,0,canceled,4/23/2025 10:54
M00015,padel3,padel,4/25/2025,7:00,3,90,creuse,1,0,0,moderate,0,0,12,14,2,4,2,0,2,0,canceled,4/23/2025 10:54
M00016,padel1,padel,3/19/2025,8:30,72,90,creuse,0,0,0,flexible,1,75,3,17,1,4,3,1,1,0,played,Not cancelled
M00016,padel1,padel,3/19/2025,8:30,48,90,creuse,0,0,0,flexible,1,75,3,17,2,4,2,1,2,0,played,Not cancelled
M00016,padel1,padel,3/19/2025,8:30,36,90,creuse,0,0,0,flexible,1,75,3,17,2,4,2,1,1,1,played,Not cancelled
M00016,padel1,padel,3/19/2025,8:30,24,90,creuse,0,1,0,flexible,1,75,3,15,2,4,2,1,2,0,played,Not cancelled
M00016,padel1,padel,3/19/2025,8:30,12,90,creuse,0,1,0,flexible,1,75,3,15,3,4,1,1,3,0,played,Not cancelled
M00016,padel1,padel,3/19/2025,8:30,6,90,creuse,0,1,0,flexible,1,75,3,15,3,4,1,1,2,1,played,Not cancelled
M00016,padel1,padel,3/19/2025,8:30,3,90,creuse,0,1,0,flexible,1,75,3,15,4,4,0,1,4,0,played,Not cancelled
M00017,padel3,padel,2/20/2025,14:30,72,120,normale,0,0,0,flexible,1,25,10,15,1,4,3,1,0,1,played,Not cancelled
M00017,padel3,padel,2/20/2025,14:30,48,120,normale,0,0,0,flexible,1,25,10,15,2,4,2,1,2,0,played,Not cancelled
M00017,padel3,padel,2/20/2025,14:30,36,120,normale,0,0,0,flexible,1,25,10,15,3,4,1,1,0,3,played,Not cancelled
M00017,padel3,padel,2/20/2025,14:30,24,120,normale,0,0,0,flexible,1,25,10,15,4,4,0,1,2,2,played,Not cancelled
M00017,padel3,padel,2/20/2025,14:30,12,120,normale,0,0,0,flexible,1,25,10,15,4,4,0,1,4,0,played,Not cancelled
M00017,padel3,padel,2/20/2025,14:30,6,120,normale,0,0,0,flexible,1,25,10,15,4,4,0,1,4,0,played,Not cancelled
M00017,padel3,padel,2/20/2025,14:30,3,120,normale,0,0,0,flexible,1,25,10,15,4,4,0,1,2,2,played,Not cancelled
M00018,padel1,padel,1/20/2025,10:00,72,90,creuse,0,0,0,strict,1,100,0,15,2,4,2,1,1,1,played,Not cancelled
M00018,padel1,padel,1/20/2025,10:00,48,90,creuse,0,0,0,strict,1,100,0,15,2,4,2,1,1,1,played,Not cancelled
M00018,padel1,padel,1/20/2025,10:00,36,90,creuse,0,0,0,strict,1,100,0,15,3,4,1,1,1,2,played,Not cancelled
M00018,padel1,padel,1/20/2025,10:00,24,90,creuse,0,0,0,strict,1,100,0,15,4,4,0,1,4,0,played,Not cancelled
M00018,padel1,padel,1/20/2025,10:00,12,90,creuse,0,0,0,strict,1,100,0,15,4,4,0,1,3,1,played,Not cancelled
M00018,padel1,padel,1/20/2025,10:00,6,90,creuse,0,0,0,strict,1,100,0,15,4,4,0,1,4,0,played,Not cancelled
M00018,padel1,padel,1/20/2025,10:00,3,90,creuse,0,0,0,strict,1,100,0,15,4,4,0,1,2,2,played,Not cancelled
M00019,padel1,padel,2/25/2025,18:00,72,90,pleine,1,0,0,moderate,0,0,16,19,2,4,2,1,1,1,played,Not cancelled
M00019,padel1,padel,2/25/2025,18:00,48,90,pleine,1,0,0,moderate,0,0,16,19,2,4,2,1,2,0,played,Not cancelled
M00019,padel1,padel,2/25/2025,18:00,36,90,pleine,1,0,0,moderate,0,0,16,19,3,4,1,1,3,0,played,Not cancelled
M00019,padel1,padel,2/25/2025,18:00,24,90,pleine,1,0,0,moderate,0,0,16,19,3,4,1,1,3,0,played,Not cancelled
M00019,padel1,padel,2/25/2025,18:00,12,90,pleine,1,0,0,strict,0,0,16,20,3,4,1,1,3,0,played,Not cancelled
M00019,padel1,padel,2/25/2025,18:00,6,90,pleine,1,0,0,strict,0,0,16,20,4,4,0,1,3,1,played,Not cancelled
M00019,padel1,padel,2/25/2025,18:00,3,90,pleine,1,0,0,strict,0,0,16,20,4,4,0,1,3,1,played,Not cancelled
M00020,padel2,padel,9/16/2025,10:00,72,90,creuse,1,0,0,strict,1,25,8,15,1,4,3,0,0,1,canceled,9/12/2025 7:57
M00020,padel2,padel,9/16/2025,10:00,48,90,creuse,1,0,0,strict,1,25,7,11,1,4,3,0,1,0,canceled,9/12/2025 7:57
M00020,padel2,padel,9/16/2025,10:00,36,90,creuse,1,0,0,strict,1,25,7,11,1,4,3,0,1,0,canceled,9/12/2025 7:57
M00020,padel2,padel,9/16/2025,10:00,24,90,creuse,0,0,0,moderate,1,25,7,13,1,4,3,0,0,1,canceled,9/12/2025 7:57
M00020,padel2,padel,9/16/2025,10:00,12,90,creuse,0,0,0,moderate,1,25,7,13,1,4,3,0,0,1,canceled,9/12/2025 7:57
M00020,padel2,padel,9/16/2025,10:00,6,90,creuse,0,0,0,moderate,1,25,7,13,1,4,3,0,1,0,canceled,9/12/2025 7:57
M00020,padel2,padel,9/16/2025,10:00,3,90,creuse,0,1,1,moderate,1,25,7,0,1,4,3,0,1,0,canceled,9/12/2025 7:57
M00021,padel2,padel,1/18/2025,18:00,72,90,pleine,0,1,0,flexible,0,0,15,18,1,4,3,1,1,0,played,Not cancelled
M00021,padel2,padel,1/18/2025,18:00,48,90,pleine,0,1,0,flexible,0,0,15,18,2,4,2,1,2,0,played,Not cancelled
M00021,padel2,padel,1/18/2025,18:00,36,90,pleine,0,1,0,flexible,0,0,15,18,2,4,2,1,2,0,played,Not cancelled
M00021,padel2,padel,1/18/2025,18:00,24,90,pleine,0,1,0,flexible,0,0,15,18,3,4,1,1,3,0,played,Not cancelled
M00021,padel2,padel,1/18/2025,18:00,12,90,pleine,0,1,0,flexible,0,0,15,18,4,4,0,1,4,0,played,Not cancelled
M00021,padel2,padel,1/18/2025,18:00,6,90,pleine,0,1,0,flexible,0,0,15,18,4,4,0,1,4,0,played,Not cancelled
M00021,padel2,padel,1/18/2025,18:00,3,90,pleine,0,1,0,flexible,0,0,15,18,4,4,0,1,4,0,played,Not cancelled
M00022,padel2,padel,2/26/2025,11:30,72,90,creuse,0,0,0,ultra,0,0,11,13,1,4,3,1,1,0,canceled,2/26/2025 2:25
M00022,padel2,padel,2/26/2025,11:30,48,90,creuse,0,0,0,ultra,0,0,11,13,1,4,3,1,1,0,canceled,2/26/2025 2:25
M00022,padel2,padel,2/26/2025,11:30,36,90,creuse,0,0,0,ultra,0,0,11,13,3,4,1,1,2,1,canceled,2/26/2025 2:25
M00022,padel2,padel,2/26/2025,11:30,24,90,creuse,0,0,0,ultra,0,0,11,13,3,4,1,1,1,2,canceled,2/26/2025 2:25
M00022,padel2,padel,2/26/2025,11:30,12,90,creuse,0,0,0,ultra,0,0,11,13,4,4,0,1,3,1,canceled,2/26/2025 2:25
M00022,padel2,padel,2/26/2025,11:30,6,90,creuse,0,0,0,ultra,0,0,11,13,4,4,0,1,3,1,canceled,2/26/2025 2:25
M00022,padel2,padel,2/26/2025,11:30,3,90,creuse,0,0,0,ultra,0,0,11,13,4,4,0,1,2,2,canceled,2/26/2025 2:25
M00023,padel1,padel,12/7/2025,14:30,72,120,normale,1,1,0,ultra,1,25,9,14,2,4,2,1,2,0,canceled,12/7/2025 8:41
M00023,padel1,padel,12/7/2025,14:30,48,120,normale,1,1,0,ultra,1,25,9,14,4,4,0,1,4,0,canceled,12/7/2025 8:41
M00023,padel1,padel,12/7/2025,14:30,36,120,normale,1,1,0,ultra,1,25,9,14,4,4,0,1,4,0,canceled,12/7/2025 8:41
M00023,padel1,padel,12/7/2025,14:30,24,120,normale,1,1,0,ultra,1,25,9,14,4,4,0,1,4,0,canceled,12/7/2025 8:41
M00023,padel1,padel,12/7/2025,14:30,12,120,normale,1,1,0,ultra,1,25,9,14,4,4,0,1,2,2,canceled,12/7/2025 8:41
M00023,padel1,padel,12/7/2025,14:30,6,120,normale,1,1,0,ultra,1,25,9,14,4,4,0,1,3,1,canceled,12/7/2025 8:41
M00023,padel1,padel,12/7/2025,14:30,3,120,normale,1,1,0,ultra,1,25,9,14,4,4,0,1,3,1,canceled,12/7/2025 8:41
M00024,padel2,padel,5/25/2025,13:00,72,90,normale,0,0,0,ultra,1,25,10,15,0,4,4,0,0,0,canceled,5/25/2025 10:49
M00024,padel2,padel,5/25/2025,13:00,48,90,normale,0,0,0,ultra,1,25,10,15,0,4,4,0,0,0,canceled,5/25/2025 10:49
M00024,padel2,padel,5/25/2025,13:00,36,90,normale,1,0,0,ultra,1,25,10,16,1,4,3,0,0,1,canceled,5/25/2025 10:49
M00024,padel2,padel,5/25/2025,13:00,24,90,normale,1,0,0,flexible,1,25,10,15,1,4,3,0,0,1,canceled,5/25/2025 10:49
M00024,padel2,padel,5/25/2025,13:00,12,90,normale,1,0,0,flexible,1,25,10,15,2,4,2,0,2,0,canceled,5/25/2025 10:49
M00024,padel2,padel,5/25/2025,13:00,6,90,normale,1,0,0,flexible,1,25,10,15,2,4,2,0,1,1,canceled,5/25/2025 10:49
M00024,padel2,padel,5/25/2025,13:00,3,90,normale,1,0,0,flexible,1,25,10,15,2,4,2,0,1,1,canceled,5/25/2025 10:49
M00025,tennis2,tennis,11/18/2025,14:30,72,120,normale,0,0,0,flexible,1,75,3,15,0,2,2,0,0,0,canceled,11/13/2025 11:58
M00025,tennis2,tennis,11/18/2025,14:30,48,120,normale,0,0,0,flexible,1,75,2,12,0,2,2,0,0,0,canceled,11/13/2025 11:58
M00025,tennis2,tennis,11/18/2025,14:30,36,120,normale,0,0,0,flexible,1,75,2,12,0,2,2,0,0,0,canceled,11/13/2025 11:58
M00025,tennis2,tennis,11/18/2025,14:30,24,120,normale,0,0,0,ultra,1,75,2,12,1,2,1,0,0,1,canceled,11/13/2025 11:58
M00025,tennis2,tennis,11/18/2025,14:30,12,120,normale,0,1,0,flexible,1,75,2,13,1,2,1,0,0,1,canceled,11/13/2025 11:58
M00025,tennis2,tennis,11/18/2025,14:30,6,120,normale,0,1,0,flexible,1,75,2,13,1,2,1,0,1,0,canceled,11/13/2025 11:58
M00025,tennis2,tennis,11/18/2025,14:30,3,120,normale,0,1,0,flexible,1,75,2,13,1,2,1,0,1,0,canceled,11/13/2025 11:58
M00026,tennis1,tennis,3/3/2025,8:30,72,90,creuse,0,0,0,strict,1,100,0,13,1,2,1,1,1,0,played,Not cancelled
M00026,tennis1,tennis,3/3/2025,8:30,48,90,creuse,0,0,0,strict,1,100,0,13,1,2,1,1,1,0,played,Not cancelled
M00026,tennis1,tennis,3/3/2025,8:30,36,90,creuse,0,0,0,strict,1,100,0,13,1,2,1,1,0,1,played,Not cancelled
M00026,tennis1,tennis,3/3/2025,8:30,24,90,creuse,0,0,0,strict,1,100,0,13,2,2,0,1,1,1,played,Not cancelled
M00026,tennis1,tennis,3/3/2025,8:30,12,90,creuse,0,0,0,strict,1,100,0,13,2,2,0,1,2,0,played,Not cancelled
M00026,tennis1,tennis,3/3/2025,8:30,6,90,creuse,0,0,0,strict,1,100,0,13,2,2,0,1,1,1,played,Not cancelled
M00026,tennis1,tennis,3/3/2025,8:30,3,90,creuse,0,0,0,strict,1,100,0,13,2,2,0,1,2,0,played,Not cancelled
M00027,tennis1,tennis,9/22/2025,10:00,72,90,creuse,0,0,0,ultra,1,100,0,12,0,2,2,0,0,0,canceled,9/18/2025 10:41
M00027,tennis1,tennis,9/22/2025,10:00,48,90,creuse,0,0,0,ultra,1,100,0,12,0,2,2,0,0,0,canceled,9/18/2025 10:41
M00027,tennis1,tennis,9/22/2025,10:00,36,90,creuse,0,0,0,ultra,0,0,10,12,0,2,2,0,0,0,canceled,9/18/2025 10:41
M00027,tennis1,tennis,9/22/2025,10:00,24,90,creuse,0,0,0,ultra,0,0,10,12,0,2,2,0,0,0,canceled,9/18/2025 10:41
M00027,tennis1,tennis,9/22/2025,10:00,12,90,creuse,0,0,0,ultra,0,0,10,12,0,2,2,0,0,0,canceled,9/18/2025 10:41
M00027,tennis1,tennis,9/22/2025,10:00,6,90,creuse,0,0,0,ultra,0,0,10,13,0,2,2,0,0,0,canceled,9/18/2025 10:41
M00027,tennis1,tennis,9/22/2025,10:00,3,90,creuse,0,0,0,ultra,0,0,10,13,0,2,2,0,0,0,canceled,9/18/2025 10:41
M00028,padel2,padel,7/29/2025,13:00,72,90,normale,0,0,0,moderate,0,0,12,14,1,4,3,1,1,0,canceled,7/29/2025 11:04
M00028,padel2,padel,7/29/2025,13:00,48,90,normale,0,0,0,moderate,0,0,12,14,1,4,3,1,1,0,canceled,7/29/2025 11:04
