match_id,player_id,is_member,feedback_score
M00018,MEM00315,1,4.85
M00018,MEM00315,1,4.24
M00018,MEM00315,1,3.55
M00018,MEM00315,1,3.77
M00018,MEM00315,1,4.61
M00018,MEM00315,1,3.76
M00018,MEM00333,1,4.33
M00018,MEM00333,1,4.23
M00018,MEM00333,1,3.81
M00018,MEM00333,1,5.0
M00018,MEM00333,1,4.58
M00018,MEM00333,1,2.98
M00018,MEM00333,1,4.31
M00018,EXT00291,0,3.8
M00018,EXT00291,0,4.71
M00018,EXT00291,0,3.72
M00018,EXT00291,0,4.13
M00018,EXT00291,0,4.5
M00018,EXT00291,0,4.72
M00018,EXT00291,0,3.48
M00018,EXT00282,0,4.0
M00018,EXT00282,0,3.92
M00018,EXT00282,0,3.81
M00018,EXT00282,0,5.0
M00018,EXT00282,0,4.44
M00018,EXT00282,0,3.44
M00018,EXT00282,0,4.75
M00019,MEM00121,1,5.0
M00019,MEM00121,1,4.82
M00019,MEM00121,1,3.29
M00019,MEM00121,1,3.91
M00019,MEM00121,1,4.96
M00019,MEM00121,1,3.78
M00019,MEM00121,1,4.47
M00019,MEM00107,1,4.66
M00019,MEM00107,1,3.64
M00019,MEM00107,1,4.16
M00019,MEM00107,1,2.26
M00019,MEM00107,1,3.59
M00019,MEM00107,1,4.05
M00019,MEM00107,1,3.45
M00019,MEM00791,1,5.0
M00019,MEM00791,1,3.34
M00019,MEM00791,1,3.94
M00019,MEM00791,1,4.28
M00019,MEM00791,1,5.0
M00019,MEM00791,1,3.34
M00019,MEM00791,1,4.9
M00019,EXT00295,0,4.21
M00019,EXT00295,0,3.61
M00019,EXT00295,0,4.48
M00019,EXT00295,0,4.32
M00019,EXT00295,0,3.84
M00019,EXT00295,0,4.24
M00019,EXT00295,0,3.97
M00020,MEM00459,1,0.0
M00020,MEM00459,1,0.0
M00020,MEM00459,1,0.0
M00020,MEM00459,1,0.0
M00020,MEM00459,1,0.0
M00020,MEM00459,1,0.0
M00020,MEM00459,1,0.0
M00021,MEM00083,1,4.27
M00021,MEM00083,1,4.6
M00021,MEM00083,1,5.0
M00021,MEM00083,1,3.46
M00021,MEM00083,1,5.0
M00021,MEM00083,1,3.03
M00021,MEM00083,1,4.11
M00021,MEM00211,1,4.55
M00021,MEM00211,1,4.37
M00021,MEM00211,1,3.83
M00021,MEM00211,1,4.08
M00021,MEM00211,1,3.9
M00021,MEM00211,1,3.85
M00021,MEM00211,1,4.71
M00021,MEM00714,1,4.41
M00021,MEM00714,1,3.78
M00021,MEM00714,1,4.74
M00021,MEM00714,1,4.38
M00021,MEM00714,1,4.69
M00021,MEM00714,1,4.58
M00021,MEM00714,1,3.7
M00021,MEM00077,1,3.86
M00021,MEM00077,1,4.65
M00021,MEM00077,1,4.57
M00021,MEM00077,1,4.19
M00021,MEM00077,1,4.27
M00021,MEM00077,1,4.97
M00021,MEM00077,1,3.85
M00022,MEM00174,1,0.0
M00022,MEM00174,1,0.0
M00022,MEM00174,1,0.0
M00022,MEM00174,1,0.0
M00022,MEM00174,1,0.0
M00022,MEM00174,1,0.0
M00022,MEM00174,1,0.0
M00022,MEM00249,1,0.0
M00022,MEM00249,1,0.0
M00022,MEM00249,1,0.0
M00022,MEM00249,1,0.0
M00022,MEM00249,1,0.0
M00022,MEM00249,1,0.0
M00022,MEM00249,1,0.0
M00022,EXT00135,0,0.0
M00022,EXT00135,0,0.0
M00022,EXT00135,0,0.0
M00022,EXT00135,0,0.0
M00022,EXT00135,0,0.0
M00022,EXT00135,0,0.0
M00022,EXT00135,0,0.0
M00022,EXT00086,0,0.0
M00022,EXT00086,0,0.0
M00022,EXT00086,0,0.0
M00022,EXT00086,0,0.0
M00022,EXT00086,0,0.0
M00022,EXT00086,0,0.0
M00022,EXT00086,0,0.0
M00023,MEM00069,1,0.0
M00023,MEM00069,1,0.0
M00023,MEM00069,1,0.0
M00023,MEM00069,1,0.0
M00023,MEM00069,1,0.0
M00023,MEM00069,1,0.0
M00023,MEM00069,1,0.0
M00023,MEM00410,1,0.0
M00023,MEM00410,1,0.0
M00023,MEM00410,1,0.0
M00023,MEM00410,1,0.0
M00023,MEM00410,1,0.0
M00023,MEM00410,1,0.0
M00023,MEM00410,1,0.0
M00023,MEM00072,1,0.0
M00023,MEM00072,1,0.0
M00023,MEM00072,1,0.0
M00023,MEM00072,1,0.0
M00023,MEM00072,1,0.0
M00023,MEM00072,1,0.0
M00023,MEM00072,1,0.0
M00023,EXT00320,0,0.0
M00023,EXT00320,0,0.0
M00023,EXT00320,0,0.0
M00023,EXT00320,0,0.0
M00023,EXT00320,0,0.0
M00023,EXT00320,0,0.0
M00023,EXT00320,0,0.0
M00024,MEM00204,1,0.0
M00024,MEM00204,1,0.0
M00024,MEM00204,1,0.0
M00024,MEM00204,1,0.0
M00024,MEM00204,1,0.0
M00024,MEM00204,1,0.0
M00024,MEM00204,1,0.0
M00024,EXT00215,0,0.0
M00024,EXT00215,0,0.0
M00024,EXT00215,0,0.0
M00024,EXT00215,0,0.0
M00024,EXT00215,0,0.0
M00024,EXT00215,0,0.0
M00024,EXT00215,0,0.0
M00025,MEM00702,1,0.0
M00025,MEM00702,1,0.0
M00025,MEM00702,1,0.0
M00025,MEM00702,1,0.0
M00025,MEM00702,1,0.0
M00025,MEM00702,1,0.0
M00025,MEM00702,1,0.0
M00026,MEM00506,1,4.53
M00026,MEM00506,1,4.08
M00026,MEM00506,1,4.07
M00026,MEM00506,1,4.86
M00026,MEM00506,1,4.7
M00026,MEM00506,1,4.69
M00026,MEM00506,1,4.98
M00026,MEM00420,1,4.21
M00026,MEM00420,1,4.61
M00026,MEM00420,1,4.01
M00026,MEM00420,1,4.39
M00026,MEM00420,1,4.12
M00026,MEM00420,1,4.26
M00026,MEM00420,1,4.56
M00028,MEM00253,1,0.0
M00028,MEM00253,1,0.0
M00028,MEM00253,1,0.0
M00028,MEM00253,1,0.0
M00028,MEM00253,1,0.0
M00028,MEM00253,1,0.0
M00028,MEM00253,1,0.0
M00028,MEM00250,1,0.0
M00028,MEM00250,1,0.0
M00028,MEM00250,1,0.0
M00028,MEM00250,1,0.0
M00028,MEM00250,1,0.0
M00028,MEM00250,1,0.0
M00028,MEM00250,1,0.0
M00028,EXT00399,0,0.0
M00028,EXT00399,0,0.0
M00028,EXT00399,0,0.0
M00028,EXT00399,0,0.0
M00028,EXT00399,0,0.0
M00028,EXT00399,0,0.0
M00028,EXT00399,0,0.0
M00028,EXT00270,0,0.0
M00028,EXT00270,0,0.0
M00028,EXT00270,0,0.0
M00028,EXT00270,0,0.0
M00028,EXT00270,0,0.0
M00028,EXT00270,0,0.0
M00028,EXT00270,0,0.0
M00029,MEM00522,1,0.0
M00029,MEM00522,1,0.0
M00029,MEM00522,1,0.0
M00029,MEM00522,1,0.0
M00029,MEM00522,1,0.0
M00029,MEM00522,1,0.0
M00029,MEM00522,1,0.0
M00029,MEM00435,1,0.0
M00029,MEM00435,1,0.0
M00029,MEM00435,1,0.0
M00029,MEM00435,1,0.0
M00029,MEM00435,1,0.0
M00029,MEM00435,1,0.0
M00029,MEM00435,1,0.0
M00030,MEM00373,1,3.71
M00030,MEM00373,1,5.0
M00030,MEM00373,1,3.6
M00030,MEM00373,1,3.47
M00030,MEM00373,1,4.89
M00030,MEM00373,1,4.67
M00030,MEM00373,1,4.57
M00030,MEM00584,1,4.58
M00030,MEM00584,1,4.19
M00030,MEM00584,1,3.66
M00030,MEM00584,1,4.25
M00030,MEM00584,1,3.79
M00030,MEM00584,1,4.79
M00030,MEM00584,1,4.11
M00032,MEM00162,1,3.7
M00032,MEM00162,1,4.01
M00032,MEM00162,1,4.45
M00032,MEM00162,1,3.86
M00032,MEM00162,1,3.71
M00032,MEM00162,1,4.35
M00032,MEM00162,1,4.35
M00032,MEM00437,1,3.9
M00032,MEM00437,1,3.92
M00032,MEM00437,1,4.34
M00032,MEM00437,1,3.33
M00032,MEM00437,1,3.36
M00032,MEM00437,1,3.77
M00032,MEM00437,1,4.07
M00032,MEM00765,1,4.39
M00032,MEM00765,1,5.0
M00032,MEM00765,1,4.71
M00032,MEM00765,1,4.1
M00032,MEM00765,1,4.19
M00032,MEM00765,1,3.6
M00032,MEM00765,1,4.19
M00032,MEM00065,1,4.03
M00032,MEM00065,1,4.39
M00032,MEM00065,1,3.7
M00032,MEM00065,1,4.51
M00032,MEM00065,1,5.0
M00032,MEM00065,1,4.13
M00032,MEM00065,1,4.44
M00033,MEM00555,1,4.61
M00033,MEM00555,1,3.96
M00033,MEM00555,1,4.33
M00033,MEM00555,1,4.21
M00033,MEM00555,1,4.26
M00033,MEM00555,1,3.74
M00033,MEM00555,1,4.21
M00033,MEM00180,1,4.5
M00033,MEM00180,1,5.0
M00033,MEM00180,1,4.78
M00033,MEM00180,1,5.0
M00033,MEM00180,1,3.74
M00033,MEM00180,1,4.72
M00033,MEM00180,1,4.31
M00033,EXT00214,0,5.0
M00033,EXT00214,0,3.72
M00033,EXT00214,0,3.7
M00033,EXT00214,0,3.84
M00033,EXT00214,0,2.93
M00033,EXT00214,0,3.88
M00033,EXT00214,0,3.74
M00033,EXT00041,0,4.29
M00033,EXT00041,0,4.41
M00033,EXT00041,0,5.0
M00033,EXT00041,0,4.77
M00033,EXT00041,0,3.85
M00033,EXT00041,0,3.66
M00033,EXT00041,0,4.5
M00034,MEM00361,1,0.0
M00034,MEM00361,1,0.0
M00034,MEM00361,1,0.0
M00034,MEM00361,1,0.0
M00034,MEM00361,1,0.0
M00034,MEM00361,1,0.0
M00034,MEM00361,1,0.0
M00036,MEM00606,1,0.0
M00036,MEM00606,1,0.0
M00036,MEM00606,1,0.0
M00036,MEM00606,1,0.0
M00036,MEM00606,1,0.0
M00036,MEM00606,1,0.0
M00036,MEM00606,1,0.0
M00036,EXT00132,0,0.0
M00036,EXT00132,0,0.0
M00036,EXT00132,0,0.0
M00036,EXT00132,0,0.0
M00036,EXT00132,0,0.0
M00036,EXT00132,0,0.0
M00036,EXT00132,0,0.0
M00036,EXT00268,0,0.0
M00036,EXT00268,0,0.0
M00036,EXT00268,0,0.0
M00036,EXT00268,0,0.0
M00036,EXT00268,0,0.0
M00036,EXT00268,0,0.0
M00036,EXT00268,0,0.0
M00037,MEM00630,1,0.0
M00037,MEM00630,1,0.0
M00037,MEM00630,1,0.0
M00037,MEM00630,1,0.0
M00037,MEM00630,1,0.0
M00037,MEM00630,1,0.0
M00037,MEM00630,1,0.0
M00038,MEM00751,1,0.0
M00038,MEM00751,1,0.0
M00038,MEM00751,1,0.0
M00038,MEM00751,1,0.0
M00038,MEM00751,1,0.0
M00038,MEM00751,1,0.0
M00038,MEM00751,1,0.0
M00039,MEM00207,1,0.0
M00039,MEM00207,1,0.0
M00039,MEM00207,1,0.0
M00039,MEM00207,1,0.0
M00039,MEM00207,1,0.0
M00039,MEM00207,1,0.0
M00039,MEM00207,1,0.0
M00039,MEM00312,1,0.0
M00039,MEM00312,1,0.0
M00039,MEM00312,1,0.0
M00039,MEM00312,1,0.0
M00039,MEM00312,1,0.0
M00039,MEM00312,1,0.0
M00039,MEM00312,1,0.0
M00040,MEM00141,1,3.41
M00040,MEM00141,1,5.0
M00040,MEM00141,1,4.91
M00040,MEM00141,1,3.92
M00040,MEM00141,1,3.17
M00040,MEM00141,1,5.0
M00040,MEM00141,1,4.13
M00040,EXT00398,0,4.94
M00040,EXT00398,0,3.24
M00040,EXT00398,0,3.84
M00040,EXT00398,0,4.2
M00040,EXT00398,0,4.23
M00040,EXT00398,0,3.93
M00040,EXT00398,0,4.57
M00041,MEM00750,1,3.56
M00041,MEM00750,1,4.11
M00041,MEM00750,1,4.27
M00041,MEM00750,1,4.51
M00041,MEM00750,1,4.63
M00041,MEM00750,1,3.53
M00041,MEM00750,1,3.28
M00041,MEM00422,1,4.97
M00041,MEM00422,1,4.4
M00041,MEM00422,1,3.75
M00041,MEM00422,1,5.0
M00041,MEM00422,1,4.27
M00041,MEM00422,1,4.91
M00041,MEM00422,1,4.24
M00042,MEM00668,1,5.0
M00042,MEM00668,1,5.0
M00042,MEM00668,1,4.05
M00042,MEM00668,1,4.78
M00042,MEM00668,1,4.59
M00042,MEM00668,1,5.0
M00042,MEM00668,1,3.62
M00042,MEM00412,1,4.61
M00042,MEM00412,1,4.84
M00042,MEM00412,1,3.14
M00042,MEM00412,1,3.49
M00042,MEM00412,1,2.98
M00042,MEM00412,1,4.04
M00042,MEM00412,1,4.63
M00042,EXT00249,0,5.0
M00042,EXT00249,0,4.24
M00042,EXT00249,0,5.0
M00042,EXT00249,0,3.37
M00042,EXT00249,0,3.18
M00042,EXT00249,0,4.17
M00042,EXT00249,0,4.43
M00042,EXT00037,0,4.18
M00042,EXT00037,0,2.96
M00042,EXT00037,0,4.15
M00042,EXT00037,0,3.42
M00042,EXT00037,0,4.6
M00042,EXT00037,0,4.42
M00042,EXT00037,0,3.64
M00043,MEM00606,1,0.0
M00043,MEM00606,1,0.0
M00043,MEM00606,1,0.0
M00043,MEM00606,1,0.0
M00043,MEM00606,1,0.0
M00043,MEM00606,1,0.0
M00043,MEM00606,1,0.0
M00044,MEM00120,1,0.0
M00044,MEM00120,1,0.0
M00044,MEM00120,1,0.0
M00044,MEM00120,1,0.0
M00044,MEM00120,1,0.0
M00044,MEM00120,1,0.0
M00044,MEM00120,1,0.0
M00046,MEM00655,1,0.0
M00046,MEM00655,1,0.0
M00046,MEM00655,1,0.0
M00046,MEM00655,1,0.0
M00046,MEM00655,1,0.0
M00046,MEM00655,1,0.0
M00046,MEM00655,1,0.0
M00046,MEM00623,1,0.0
M00046,MEM00623,1,0.0
M00046,MEM00623,1,0.0
M00046,MEM00623,1,0.0
M00046,MEM00623,1,0.0
M00046,MEM00623,1,0.0
M00046,MEM00623,1,0.0
M00047,MEM00210,1,3.89
M00047,MEM00210,1,3.56
M00047,MEM00210,1,4.16
M00047,MEM00210,1,4.77
M00047,MEM00210,1,3.61
M00047,MEM00210,1,4.5
M00047,MEM00210,1,3.88
M00047,MEM00037,1,3.72
M00047,MEM00037,1,4.14
M00047,MEM00037,1,3.58
M00047,MEM00037,1,3.87
M00047,MEM00037,1,3.48
M00047,MEM00037,1,5.0
M00047,MEM00037,1,4.22
M00047,MEM00572,1,3.78
M00047,MEM00572,1,4.33
M00047,MEM00572,1,4.13
M00047,MEM00572,1,4.07
M00047,MEM00572,1,4.57
M00047,MEM00572,1,4.65
M00047,MEM00572,1,3.88
M00047,MEM00235,1,3.85
M00047,MEM00235,1,4.03
M00047,MEM00235,1,2.82
M00047,MEM00235,1,3.29
M00047,MEM00235,1,5.0
M00047,MEM00235,1,5.0
M00047,MEM00235,1,4.05
M00049,MEM00280,1,4.55
M00049,MEM00280,1,4.39
M00049,MEM00280,1,5.0
M00049,MEM00280,1,4.87
M00049,MEM00280,1,4.12
M00049,MEM00280,1,3.63
M00049,MEM00280,1,3.24
M00049,EXT00037,0,4.32
M00049,EXT00037,0,3.75
M00049,EXT00037,0,3.35
M00049,EXT00037,0,3.81
M00049,EXT00037,0,3.55
M00049,EXT00037,0,5.0
M00049,EXT00037,0,4.73
M00050,MEM00756,1,0.0
M00050,MEM00756,1,0.0
M00050,MEM00756,1,0.0
M00050,MEM00756,1,0.0
M00050,MEM00756,1,0.0
M00050,MEM00756,1,0.0
M00050,MEM00756,1,0.0
M00050,MEM00429,1,0.0
M00050,MEM00429,1,0.0
M00050,MEM00429,1,0.0
M00050,MEM00429,1,0.0
M00050,MEM00429,1,0.0
M00050,MEM00429,1,0.0
M00050,MEM00429,1,0.0
M00051,MEM00235,1,4.2
M00051,MEM00235,1,5.0
M00051,MEM00235,1,4.25
M00051,MEM00235,1,3.68
M00051,MEM00235,1,5.0
M00051,MEM00235,1,4.52
M00051,MEM00235,1,3.58
M00051,EXT00156,0,4.09
M00051,EXT00156,0,3.67
M00051,EXT00156,0,3.37
M00051,EXT00156,0,4.76
M00051,EXT00156,0,5.0
M00051,EXT00156,0,3.36
M00051,EXT00156,0,4.54
M00052,EXT00177,0,0.0
M00052,EXT00177,0,0.0
M00052,EXT00177,0,0.0
M00052,EXT00177,0,0.0
M00052,EXT00177,0,0.0
M00052,EXT00177,0,0.0
M00052,EXT00177,0,0.0
M00053,MEM00477,1,0.0
M00053,MEM00477,1,0.0
M00053,MEM00477,1,0.0
M00053,MEM00477,1,0.0
M00053,MEM00477,1,0.0
M00053,MEM00477,1,0.0
M00053,MEM00477,1,0.0
M00053,EXT00209,0,0.0
M00053,EXT00209,0,0.0
M00053,EXT00209,0,0.0
M00053,EXT00209,0,0.0
M00053,EXT00209,0,0.0
M00053,EXT00209,0,0.0
M00053,EXT00209,0,0.0
M00054,EXT00365,0,3.81
M00054,EXT00365,0,3.91
M00054,EXT00365,0,3.84
M00054,EXT00365,0,3.68
M00054,EXT00365,0,4.23
M00054,EXT00365,0,3.7
M00054,EXT00365,0,4.36
M00054,EXT00201,0,4.17
M00054,EXT00201,0,4.06
M00054,EXT00201,0,3.66
M00054,EXT00201,0,3.85
M00054,EXT00201,0,4.65
M00054,EXT00201,0,4.5
M00054,EXT00201,0,3.61
M00056,EXT00398,0,0.0
M00056,EXT00398,0,0.0
M00056,EXT00398,0,0.0
M00056,EXT00398,0,0.0
M00056,EXT00398,0,0.0
M00056,EXT00398,0,0.0
M00056,EXT00398,0,0.0
M00057,MEM00678,1,4.26
M00057,MEM00678,1,4.65
M00057,MEM00678,1,3.2
M00057,MEM00678,1,4.53
M00057,MEM00678,1,3.8
M00057,MEM00678,1,4.54
M00057,MEM00678,1,3.74
M00057,EXT00081,0,3.12
M00057,EXT00081,0,3.22
M00057,EXT00081,0,4.23
M00057,EXT00081,0,4.36
M00057,EXT00081,0,3.66
M00057,EXT00081,0,4.58
M00057,EXT00081,0,3.2
M00058,MEM00756,1,4.16
M00058,MEM00756,1,3.47
M00058,MEM00756,1,3.81
M00058,MEM00756,1,4.23
M00058,MEM00756,1,3.68
M00058,MEM00756,1,3.97
M00058,MEM00756,1,4.8
M00058,MEM00114,1,3.85
M00058,MEM00114,1,4.7
M00058,MEM00114,1,3.52
M00058,MEM00114,1,4.52
M00058,MEM00114,1,5.0
M00058,MEM00114,1,2.72
M00058,MEM00114,1,3.72
M00059,MEM00651,1,4.55
M00059,MEM00651,1,4.08
M00059,MEM00651,1,4.42
M00059,MEM00651,1,3.84
M00059,MEM00651,1,4.25
M00059,MEM00651,1,4.11
M00059,MEM00651,1,4.9
M00059,MEM00701,1,4.35
M00059,MEM00701,1,4.4
M00059,MEM00701,1,3.95
M00059,MEM00701,1,3.91
M00059,MEM00701,1,3.94
M00059,MEM00701,1,4.44
M00059,MEM00701,1,3.95
M00059,MEM00295,1,4.37
M00059,MEM00295,1,5.0
M00059,MEM00295,1,4.72
M00059,MEM00295,1,4.0
M00059,MEM00295,1,4.92
M00059,MEM00295,1,3.96
M00059,MEM00295,1,2.98
M00059,MEM00692,1,3.6
M00059,MEM00692,1,3.08
M00059,MEM00692,1,3.99
M00059,MEM00692,1,4.21
